Utterance,Emotion
"Yeah, like that thought never entered my mind.",Peaceful
Hmmm... this is so nice.,Joyful
"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",Joyful
OK.,Neutral
"OK. Here goes. For a while now, I've been wanting to, um....",Neutral
Ohhh!!!!,Joyful
"Yes, yes, that's right...",Neutral
"Oh, look at the little cat!",Peaceful
What? Ow!,Scared
"I'm on top of the world, looking down on creation and the only explanation I can find, is the wonders I've found ever since...",Powerful
This is just Bactine. It won't hurt.,Peaceful
"Sorry, that was wax.",Neutral
"Oh, poor little Tooty is scared to death. We should find his owner.",Scared
Why don't we just put 'poor little Tooty' out in the hall?,Neutral
During a blackout? He'd get trampled!,Scared
Yeah?,Neutral
"Oh no, the Mendels, they hate all living things, right?",Scared
Oh. Hi. We just found this cat and we're looking for the owner.,Powerful
"Er, yeah, it's mine.",Mad
He seems to hate you. Are you sure?,Mad
"Yeah, it's my cat. Give me my cat.",Mad
Wait a minute. What's his name?,Mad
Ehhhh... B-Buttons.,Scared
Bob Buttons?,Powerful
"Mmm. Bob Buttons. Here, Bob Buttons.",Peaceful
Oooh! You are a very bad man!,Mad
You owe me a cat.,Mad
Lucky sixes....,Joyful
"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",Joyful
Hi!,Joyful
And Joey....,Joyful
Hi!,Joyful
And Ross.,Joyful
Hi!,Joyful
He doesn't speak much English.,Neutral
Monopoly!,Joyful
Look at that!,Joyful
"So, um... where did Paolo come from?",Joyful
"Oh... Italy, I think.",Joyful
"No, I mean tonight, in the building. Suddenly. Into our lives.",Joyful
"That, that is funny... .... and Rachel keeps touching him.",Joyful
Alright. I looked all over the building and I couldn't find the kitty anywhere.,Powerful
"Oh, I found him. He was Paolo's cat.",Neutral
Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,Neutral
"Ah, Paolo, this is Phoebe.",Neutral
You betcha!,Joyful
"Ah, let's see. What next? Blow a bubble. A bubble's good. It's got a... boyish charm, it's impish. Here we go.",Peaceful
"Nice going, imp. OK, it's OK. All I need to do is reach over and put it in my mouth.",Joyful
"Good save! We're back on track, and I'm... ..chewing someone else's gum. This is not my gum. Oh my God! Oh my God! And now you're choking.",Scared
Are you alright?,Scared
"My God, you're choking! That better?",Powerful
Yes... thank you. That was... that was....,Neutral
Perfection?,Neutral
Thank you.,Neutral
Thanks.,Joyful
Kinda... spooky without any lights.,Scared
Bwah-hah-hah!,Joyful
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",Joyful
Oh.. oh... oh.,Joyful
"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",Joyful
Dehydrated Japanese noodles under fluorescent lights... does it get better than this?,Joyful
"Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.",Joyful
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...",Sad
Do you want a date Saturday?,Powerful
Yes please.,Joyful
"Okay. He's cute, he's funny, he's-",Peaceful
He's a he?,Mad
You did?,Neutral
"Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not.",Mad
"Huh. Did, uh... any of the rest of you guys think that when you first met me?",Neutral
I did.,Neutral
"Yeah, I think so, yeah.",Neutral
Not me.,Neutral
"Nono, me neither. Although, uh, y'know, back in college, Susan Sallidor did.",Scared
You're kidding! Did you tell her I wasn't?,Neutral
"Well, this is fascinating. So, uh, what is it about me?",Neutral
"I dunno, 'cause you're smart, you're funny...",Peaceful
"Ross is smart and funny, d'you ever think that about him?",Neutral
Yeah! Right!,Neutral
WHAT IS IT?!,Mad
"Okay, I-I d'know, you-you just- you have a quality.",Neutral
Yes. Absolutely. A quality.,Peaceful
"Yeah, you have homosexual hair.",Neutral
"So, um, did she...",Neutral
Twice.,Neutral
Twice?,Neutral
"Oh, that sucks!",Sad
You guys okay?,Neutral
Maybe that's 'cause she's not really gone.,Neutral
"Nono, she's gone.",Neutral
We checked. A lot.,Neutral
"Aw. Hey, Pheebs, want this?",Peaceful
Thanks!,Joyful
Sure. I just sharpened her this morning.,Neutral
I don't see why not.,Mad
Here's my retainer!,Joyful
Dad!,Scared
You what?,Scared
Define fun.,Neutral
That's probably what they'll say.,Neutral
I'd like that.,Neutral
"Hey, gorgeous.",Joyful
Oh! Okay! Phew!,Joyful
"I dunno, uh... you just have a-a...",Neutral
"...Quality, right, great.",Joyful
What? He's cute!,Joyful
"Well, yeah... 's'no Brian in Payroll.",Joyful
Is Brian...?,Neutral
This one?,Neutral
No.,Neutral
Wait! We need shoes!,Powerful
"Okay. Um, how about these?",Scared
That's really a day shoe.,Neutral
"No, it really should be burgundy.",Joyful
Oh my God..,Mad
"Is everything all right, dear?",Scared
"Yeah, just... just Nana stuff.",Neutral
"How we doing, you guys ready?",Joyful
"Oh, you-you mean your earrings?",Scared
What'd I say?,Neutral
Hm-m.,Neutral
Are these the shoes?,Neutral
Yes. Paolo sent them from Italy.,Powerful
Morning. We ready to go?,Peaceful
It was a really beautiful service.,Joyful
What?,Neutral
"Check it out, Giants-Cowboys.",Neutral
God! Ross!,Mad
An advance?,Neutral
"Rachel, Rachel, sweetheart. You're a terrible, terrible waitress. Really, really awful.",Mad
"Hi, is uh, is Carol here?",Neutral
"No, she's at a faculty meeting.",Neutral
"Oh, I uh, just came by to pick up my skull. Well, not mine, but...Susan: Come in.",Neutral
"Thanks. Yeah, Carol borrowed it for a class, and I have to get it back to the museum.",Neutral
What's it look like?,Neutral
Kinda like a big face without skin.,Neutral
"Yes, I'm familiar with the concept. We can just look for it.",Neutral
"Ok. Wow, you guys sure have a lot of books about bein' a lesbian.",Neutral
"Well, you know, you have to take a course. Otherwise, they don't let you do it.",Joyful
"Hey, hey, Yertle the Turtle. A classic.",Joyful
"Actually, I'm reading it to the baby.",Neutral
"What, you don't think they can hear sounds in there?",Neutral
"You're not serious, I mean, you really... you really talk to it?",Scared
"Yeah, all the time. I want the baby to know my voice.",Neutral
"Do you uh, do you talk about me?",Neutral
"Yeah, yeah, all the time.",Neutral
Really?,Neutral
"Oh, I believe it. I think the baby can totally hear everything. I can show you. Look, this will seem a little weird, but you put your head inside this turkey, and then we'll all talk, and you'll hear everything we say.",Neutral
"I'd just like to say that I'm totally behind this experiment. In fact, I'd very much like to butter your head.",Joyful
"Hey, Rach, did you make your money?",Neutral
"No, not even close. Forget Vail, forget seeing my family, forget shoop, shoop, shoop.",Sad
"Rach, here's your mail.",Neutral
"Thanks, you can just put it on the table.",Neutral
"No, here's your mail.",Powerful
"Thanks, you can just put it on the table.",Neutral
Would you just open it?,Powerful
"Oh my god, oh, you guys are great.",Joyful
We all chipped in.,Joyful
We did?,Neutral
You owe me 20 bucks.,Neutral
Thank you. Thank you so much!,Joyful
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner? What, what, what is it with you and this holiday?",Neutral
"All right, I'm nine years old.",Neutral
"Oh, I hate this story.",Mad
Oh my god.,Sad
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Sad
We did?,Scared
"Yeah, at Macy's. You were the Obsession girl, right? I was the Aramis guy. Aramis? Aramis?",Neutral
"Yeah, right.",Peaceful
I gotta tell you. You're the best in the business.,Joyful
Get out.,Mad
"I'm serious. You're amazing. You know when to spritz, when to lay back.",Joyful
Really? You don't know what that means to me.,Powerful
"Ooh, you smell great tonight. What're you wearing?",Powerful
Nothing.,Joyful
"Listen, uh, you wanna go get a drink or something?",Joyful
Yeah. Oh.,Neutral
What's wrong?,Scared
"I just remembered, I have to do something.",Scared
Oh. What?,Scared
"Um, leave.",Mad
"Wait, wait, wait!",Mad
Anytime you're ready.,Neutral
"Ok, ok, here we go. Ok, where am I talking to, here? I mean, uh, well, there is one way that seems to offer a certain acoustical advantage, but...",Joyful
Just aim for the bump.,Neutral
"Ok, ok, ok, ok, here goes. You know, I, you know, can't do this. Uh, this is too weird. I feel stupid.",Scared
"So don't do it, it's fine. You don't have to do it just because Susan does it.",Powerful
"Hello, baby. Hello, hello.",Neutral
"Yeah, but did they have to shoot him down? I mean, that was just mean.",Mad
"Ok, right about now the turkey should be crispy on the outside, juicy on the inside. Why are we standing here?",Neutral
We're waiting for you to open the door. You got the keys.,Neutral
No I don't.,Neutral
"Yes, you do. When we left, you said, ""got the keys.""",Neutral
"No I didn't. I asked, ""got the ke-eys?""",Mad
"No, no, no, you said, ""got the keys"".",Mad
Do either of you have the keys?,Neutral
The oven is on.,Scared
"Oh, I gotta get my ticket!",Scared
"Well then get it, get it!",Mad
That tone will not make me go any faster.,Neutral
Joey!,Mad
That one will.,Neutral
"Hi, how's it goin?",Neutral
I did.,Neutral
"Does it always, uh--?",Neutral
"No, no that was the first.",Joyful
Keep singing! Keep singing!,Joyful
I felt it!,Joyful
Do you think they have yesterday's daily news?,Neutral
Why?,Neutral
"Where? Ooh, come to Momma.",Joyful
"He's coming. Be cool, be cool, be cool.",Scared
Nice hat.,Neutral
Thanks.,Joyful
We should do something. Whistle.,Joyful
We are not going to whistle.,Mad
"Come on, do it.",Joyful
No!,Mad
Do it!,Powerful
No!,Mad
Do it do it do it!,Joyful
Woo-woo!,Joyful
I can't believe you did that!,Joyful
"Phoebe, what are you doing?",Neutral
Maybe nobody's tried this.,Neutral
"I wish we at least knew his name... Look at that face. I mean, even sleeping, he looks smart. I bet he's a lawyer.",Neutral
"Yeah, but did you see the dents in his knuckles? That means he's artistic.",Neutral
"Okay, he's a lawyer, who teaches sculpting on the side. And- he can dance!",Neutral
I wish all guys could be like him.,Neutral
I know.,Neutral
"Let's see. Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.",Mad
What about Glen? He could be a Glen.,Neutral
Nah... not-not special enough.,Mad
Ooh! How about Agamemnon?,Joyful
Waaay too special.,Joyful
Hi.,Neutral
Hi.,Neutral
What are you doing here?,Neutral
"Nothing, I just thought I'd stop by.. y'know, after the uh... that I.. y'know, so what are you doing here?",Neutral
I'm not really here. Just thought I'd drop these off...on the way.. my way... Do you come here a lot? Without me?,Neutral
"No. No! No! ...So, um, do you think he's doing any better than he was this morning?",Neutral
How would I know? I-I wasn't here.,Neutral
"Really? Not even to, um, change his PAJAMAS?!",Powerful
Oh my God.,Scared
You're my friend. I-I had to tell you.,Powerful
I can't believe it. Paolo kissed my mom?,Mad
"Yeah, um, I don't know if you noticed, but he had a lot to drink, and you know how he gets when he's drun..uh... I can't do this, I did it, it was me, I'm sorry, I kissed your mom.",Scared
What?,Mad
"I was really upset about Rachel and Paolo, and I think I had too much tequila, and Nora- um, Mrs. Mom- your Bing- was just being nice, y'know, and- But nothing happened, nothing- Ask Joey, Joey, uh, came in-",Scared
You knew about this?,Mad
"Uh... y'know, knowledge is a tricky thing.",Peaceful
"I spent the entire day with you, why didn't you tell me?!",Mad
"Hey, hey, hey, you're lucky I caught them when I did, or else who knows what woulda happened.",Neutral
"Thanks, man, big help.",Mad
I can't believe this! What the hell were you thinking?,Mad
"I wasn't- I mean, I-",Scared
"Y'know, of all my friends, no-one knows the crap I go through with my mom more than you.",Mad
I know-,Sad
I can't believe you did this.,Mad
Chandler-,Sad
"Me neither, y'know what-",Mad
I'm still mad at you for not telling me.,Mad
What are you mad at me for?!,Sad
Chandler-,Sad
You gotta let me slam the door!,Mad
Joey-,Sad
Ah! Huh?,Mad
What's a 'niffle'?,Neutral
You usually find them on the 'heaving beasts'.,Joyful
"Alright, alright, so I'm not a great typist...",Sad
"Wait, did you get to the part about his 'huge throbbing pens'? Tell ya, you don't wanna be around when he starts writing with those!",Joyful
"Alright, that's it! Give it back! That's it!",Mad
Nooo!,Sad
"Aunt Syl, stop yelling! All I'm saying is that if you had told me vegetarian lasagna, I would have made vegetarian lasagna. Well, the meat's only every third layer, maybe you could scrape.",Mad
"Ross, did you really read all these baby books?",Neutral
"Yup! You could plunk me down in the middle of any woman's uterus, no compass, and I can find my way out of there like that!",Joyful
"Ooh, this is cool...it says in some parts of the world, people actually eat the placenta.",Joyful
"And, we're done with the yogurt.",Neutral
Sorry.,Sad
"Aunt Syl, I did this as a favor, I am not a caterer. What do you want me to do with a dozen lasagnas? Nice talk, Aunt Syl. You kiss Uncle Freddie with that mouth?",Mad
"Hey Ross, listen, you know that right now, your baby's only this big? This is your baby. Hi Daddy!",Joyful
Hello!,Joyful
How come you don't live with Mommy? How come Mommy lives with that other lady? What's a lesbian?,Joyful
"Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos",Joyful
"Ah, poke a nose, mmm",Joyful
"Mma, Mma, Mmaah",Neutral
"So, did I hear Poconos?",Neutral
"Yes, my sister's giving us her place for the weekend.",Joyful
"Woo-hoo, first weekend away together!",Joyful
"Yeah, that's a big step.",Joyful
I know...,Joyful
"Ah, it's just a weekend, big deal!",Joyful
"Wasn't this supposed to be just a fling, huh? Shouldn't it be... flung by now?",Mad
"...nauseous, I'm physically nauseous. What am I supposed to do, huh? Call immigration? I could call immigration!",Mad
"Ok, so it's just because it was my table, I have to buy a new one?",Mad
That's the rule.,Powerful
"What rule? There's no rule, if anything, you owe me a table!",Mad
How'd you get to that?,Scared
"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",Mad
You knew about that?,Scared
